ID,life_expectancy,bmi,hiv,gdp,thinness_till19,inf_death,school,lifestyle,pop_size
514,49.9,21.6,5.1,337.4849614,8.5,16,7.1,0.216,3
515,53,21.2,5.1,486.41114,8.7,16,7.1,0.212,2
516,49.8,2.7,5.8,494.336779,8.8,16,6.8,4.482,3
517,49.2,2.2,6.6,446.4434494,9,17,6.6,3.674,3
518,48.6,19.8,7.3,449.961839,9.1,17,6.4,30.888,1
519,47.6,19.4,8.3,456.8614334,9.3,17,6.3,29.488,3
520,46.8,19,9,397.148467,9.4,17,6.2,28.5,1
521,46.3,18.6,10,347.673678,9.6,17,6,28.644,1
522,45.9,18.2,11.2,327.1149461,9.7,17,5.9,27.3,1
523,45.7,17.9,12,313.21598,9.9,17,5.7,26.85,1
524,45.7,17.5,12.8,286.25819,1,17,5.6,26.075,2
525,45.6,17.2,13.4,253.768343,1.2,17,5.4,25.284,1
526,45.6,16.8,13.9,243.1586486,1.4,17,5.3,25.536,1
527,46,16.5,14.3,243.5429317,1.5,16,5.2,24.915,2
528,53.1,19.1,2.8,777.248751,8.5,46,7.3,77.928,1
529,52.6,18.7,2.9,125.998515,8.7,46,7.3,0.187,3
530,52.2,18.2,3.1,986.13177,8.8,46,7.3,11.648,3
531,51.8,17.9,3.6,973.472574,9,46,7.3,11.098,2
532,51.6,17.5,3.9,989.2363633,9.2,46,6.7,9.8,3
533,51.2,17.1,4.1,896.5697341,9.4,46,6.7,8.55,2
534,57,16.7,4.4,84.455939,9.6,46,6.3,7.849,2
535,49.6,16.4,4.7,929.772391,9.8,46,6,7.38,3
536,49.4,16.1,4.9,81.683884,1,46,5.7,6.762,1
537,48.5,15.7,5.1,712.1847694,1.3,45,5.5,6.437,2
538,48.6,15.4,5.2,66.2421396,1.5,45,5.6,6.468,1
539,48.5,15.1,5.2,454.6765879,1.7,44,5.6,5.134,1
540,48.4,14.8,5.1,292.5914364,1.9,44,5.4,6.216,2
541,48.1,14.4,5,22.854821,11.1,43,5.1,5.184,1
542,48,14.1,4.8,197.3156442,11.3,42,4.9,4.23,2
543,47.6,13.9,4.6,166.231785,11.5,41,4.7,3.475,3
544,85,63.8,0.1,13653.2264,0.8,2,16.3,260.304,3
545,83,63.1,0.1,14817.37778,0.8,2,16.2,451.796,3
546,81,62.5,0.1,15941.39722,0.8,2,15.6,450,3
547,79.9,61.8,0.1,15431.9293,0.8,2,15.5,417.768,2
548,79.8,61.2,0.1,1475.69242,0.8,2,15.4,444.312,3
549,79.1,6.6,0.1,1286.17764,0.8,2,15.2,52.338,3
550,79.3,59.9,0.1,1243.32824,0.8,2,15.3,459.433,3
551,79.6,59.3,0.1,1781.3668,0.9,2,15.2,433.483,3
552,78.9,58.7,0.1,1526.87746,0.9,2,14.8,433.793,3
553,78.9,58.1,0.1,9484.681227,0.9,2,14.9,425.873,3
554,78.4,57.4,0.1,7615.3468,0.9,2,14.6,434.518,2
555,78,56.8,0.1,621.828325,0.9,2,14.3,358.976,3
556,77.9,56.1,0.1,4787.699532,1,2,14,357.357,3
557,77.8,55.4,0.1,4463.545867,1,2,13.9,335.724,3
558,77.3,54.7,0.1,4595.666327,1,2,13.7,333.67,3
559,77.3,54,0.1,511.368479,1.1,2,13.5,336.96,3
560,76.1,32.9,0.1,869.211938,3.6,157,13.5,134.232,1
561,75.8,31.9,0.1,7683.5238,3.7,171,13.1,184.382,1
562,75.6,3.9,0.1,777.77594,3.8,185,12.7,22.581,1
563,75.4,3,0.1,6337.882993,3.9,201,12.4,17.22,1
564,75.2,29,0.1,5633.79616,4.1,215,12.8,163.27,1
565,75,28.1,0.1,456.512487,4.2,231,12.5,161.575,1
566,74.9,27.3,0.1,3838.434292,4.4,248,12.2,133.224,1
567,74.5,26.5,0.1,3471.247547,4.5,266,11.9,113.155,2
568,74.4,25.7,0.1,2695.366223,4.7,285,11.4,99.716,2
569,74.2,24.9,0.1,299.229676,4.8,307,11,81.672,1
570,73.9,24.1,0.1,1753.4178,5,332,10.6,70.372,1
571,73.5,23.4,0.1,158.668462,5.1,360,10.2,71.136,1
572,73.1,22.6,0.1,1288.642924,5.3,391,9.9,66.896,1
573,72.7,21.9,0.1,1148.5857,5.5,422,9.7,63.729,1
574,72.2,21.2,0.1,153.1824,5.7,457,9.6,60.208,1
575,71.7,2.5,0.1,959.372181,5.9,490,9.5,7.65,2
576,74.8,57.9,0.1,644.525556,2.1,10,13.6,236.232,3
577,74.6,57.2,0.1,7913.383432,2.1,11,13.6,250.536,3
578,74.4,56.4,0.1,83.5863,2.1,11,13.3,248.724,3
579,74.3,55.7,0.1,7884.984429,2.1,11,13.2,247.308,3
580,74.2,55,0.1,7227.73968,2.2,12,13,240.35,3
581,73.6,54.2,0.1,625.65544,2.2,12,12.8,231.976,3
582,73.6,53.5,0.1,5148.422113,2.2,13,12.4,232.19,3
583,73.5,52.8,0.1,5433.7245,2.3,14,12.2,234.96,3
584,73.5,52,0.1,4674.21961,2.3,14,11.9,242.32,3
585,73.1,51.3,0.1,379.78776,2.3,15,11.5,232.389,3
586,73.1,5.5,0.1,3386.256,2.4,15,11.1,24.09,3
587,72.8,49.8,0.1,274.249442,2.4,16,11.3,212.148,3
588,72.4,49,0.1,2246.257472,2.5,16,11.6,208.25,3
589,71.8,48.2,0.1,2355.725857,2.5,17,11.5,214.49,3
590,71.5,47.5,0.1,2395.856551,2.5,17,11.4,210.425,2
591,71.4,46.7,0.1,2472.197831,2.6,18,11.3,217.622,2
592,63.5,24.2,0.8,727.6463868,6.7,1,11.1,98.736,2
593,63.2,23.7,0.8,852.954379,6.8,1,11.1,0.237,2
594,62.9,23.2,0.8,834.341949,6.8,1,10.9,0.232,1
595,62.5,22.6,0.8,788.632653,6.9,2,10.8,0.226,2
596,62.2,22.1,0.2,829.7586885,7,2,10.6,2.652,1
597,61.8,21.6,0.1,769.1742883,7.1,2,10.5,3.24,2
598,61.3,21.1,0.1,778.5454199,7.2,2,10.3,3.587,2
599,61,2.6,0.1,795.97519,7.2,2,10.2,0.312,2
600,66,2.1,0.1,72.759313,7.3,2,10,0.336,1
601,63,19.6,0.1,648.38717,7.4,2,9.9,4.9,2
602,60,19.2,0.1,621.93372,7.5,2,9.7,4.608,2
603,59.8,18.8,0.1,616.4197236,7.5,2,9.5,5.076,2
604,59.6,18.4,0.1,544.566526,7.6,2,9.2,4.784,2
605,59.5,18,0.1,433.2691451,7.7,2,8.8,1.44,2
606,59.5,17.6,0.1,395.9319363,7.8,1,8.5,1.408,2
607,59.5,17.3,0.1,375.8528566,7.9,1,8.2,1.557,2
625,79.6,6.5,0.1,1146.36273,1.7,1,14.2,26.52,2
626,79.5,59.5,0.1,1647.44179,1.7,1,13.9,205.275,3
627,79.4,58.5,0.1,1569.66631,1.7,1,13.7,200.07,1
628,79.2,57.5,0.1,9985.36959,1.8,1,13.6,192.05,3
629,79,56.5,0.1,9186.59639,1.8,1,13.4,192.665,1
630,78.1,55.5,0.1,8199.414621,1.8,1,13.3,198.69,2
631,79.2,54.4,0.1,689.396224,1.9,1,13.1,221.408,3
632,78.9,53.4,0.1,6911.136136,1.9,1,12.9,225.348,2
633,78.9,52.4,0.1,612.623418,1.9,1,12.8,220.08,3
634,78,51.4,0.1,5245.187372,2,1,12.6,213.31,1
635,78.6,5.3,0.1,4697.11135,2,1,12.4,21.73,2
636,77.7,49.3,0.1,4425.57467,2.1,1,12.2,201.637,1
637,78,48.3,0.1,4167.71417,2.2,1,12.1,195.132,2
638,78.3,47.3,0.1,462.14965,2.2,1,11.9,197.241,1
639,77.5,46.4,0.1,3981.52847,2.3,1,11.7,199.056,2
640,77.6,45.4,0.1,388.363689,2.4,1,11.6,197.036,2
641,78,63.7,0.1,11579.6674,1.5,0,15.3,259.896,1
642,77.8,63.1,0.1,13467.46827,1.5,0,15.1,766.034,2
643,77.7,62.5,0.1,13574.749,1.5,0,14.9,774.375,2
644,77.1,61.9,0.1,13235.97757,1.5,0,14.6,711.231,2
645,77,61.3,0.1,14539.18421,1.6,0,14.5,747.247,1
646,76.6,6.6,0.1,1355.74586,1.6,0,14.2,79.86,3
647,76.3,6,0.1,14157.14416,1.7,0,14.2,73.26,2
648,76,59.4,0.1,15893.8656,1.7,0,14.3,716.364,2
649,75.8,58.7,0.1,13546.69872,1.8,0,14.3,737.272,1
650,75.9,58.1,0.1,11363.41845,1.8,0,13.9,687.323,1
651,75.2,57.5,0.1,1224.2459,1.8,0,13.6,666.425,1
652,75.4,56.9,0.1,9365.742468,1.9,0,13.3,745.959,1
653,74.7,56.3,0.1,785.881418,1.9,0,12.9,775.814,1
654,74.8,55.8,0.1,653.71637,2,0,12.6,747.162,1
655,74.9,55.2,0.1,5245.421419,2,0,12.3,725.88,1
656,74.7,54.7,0.1,4919.62869,2.1,0,12.2,696.331,1
673,85,6.3,0.1,2375.1127,1,0,14.3,25.704,1
674,83,59.8,0.1,2734.88382,0.9,0,14,0.598,1
675,81,59.2,0.1,2797.96736,0.9,0,13.8,535.168,2
676,80,58.7,0.1,28951.15556,0.9,0,13.8,619.285,1
677,79.7,58.3,0.1,32233.83942,0.9,0,13.8,623.227,2
678,79.5,57.8,0.1,3818.46396,0.9,0,14.6,654.296,1
679,79.3,57.3,0.1,3215.8159,0.9,0,14.1,618.84,1
680,79.1,56.8,0.1,3539.7488,0.9,0,13.7,682.168,1
681,78.9,56.3,0.1,31386.63265,0.9,0,13.5,650.828,1
682,78.8,55.8,0.1,27169.99256,0.9,0,13.4,640.026,1
683,78.7,55.3,0.1,25324.48666,0.9,0,13.5,630.973,1
684,78.6,54.8,0.1,23932.49128,0.9,0,13.4,714.044,1
685,78.5,54.3,0.1,2293.4789,0.9,0,13,576.666,2
686,78.4,53.8,0.1,16372.29152,0.9,0,12.5,628.384,2
687,78.2,53.3,0.1,1562.92433,0.9,0,12.4,541.528,1
688,78.1,52.8,0.1,14672.8826,0.9,0,12.5,504.768,2
737,86,58.8,0.1,5314.64416,1.1,0,19.2,239.904,3
738,84,58.4,0.1,62425.5392,1.1,0,19.2,562.976,3
739,81,58.1,0.1,61191.19263,1.1,0,18.7,551.95,3
740,80,57.7,0.1,5857.521,1.1,0,18.4,534.302,3
741,79.7,57.4,0.1,61753.667,1.1,0,16.9,600.978,2
742,79.2,57,0.1,5841.41122,1.1,0,16.8,585.96,3
743,78.9,56.6,0.1,58163.29359,1.1,0,16.8,570.528,2
744,78.8,56.3,0.1,64322.6664,1.1,0,16.8,602.41,3
745,78.4,55.9,0.1,58487.451,1.2,0,16.7,614.341,3
746,78.1,55.4,0.1,5226.99311,1.2,0,16.9,610.508,3
747,78.1,55,0.1,48799.8237,1.2,0,16.6,620.4,3
748,77.7,54.4,0.1,46511.6457,1.2,0,16.5,613.088,2
749,77.3,53.9,0.1,4458.7764,1.2,0,16.3,622.006,2
750,77,53.3,0.1,33228.69291,1.2,0,16.6,604.422,3
751,77,52.8,0.1,3751.64946,1.3,0,16.2,610.368,3
752,76.9,52.2,0.1,3743.55917,1.3,0,16.5,610.218,3
753,63.5,35,2.1,1862.167274,5.6,1,6.3,142.8,2
754,63,34.4,2.1,174.91511,5.6,1,6.3,13.072,2
755,62.7,33.8,2.1,1622.637974,5.6,1,6.3,17.914,2
756,62.2,33.2,1.9,1536.15685,5.6,1,6.3,17.264,2
757,61.8,32.7,2.7,143.986898,5.6,1,5.9,12.753,2
758,61.3,32.2,3.1,1325.99724,5.6,1,5.5,14.168,2
759,69,31.7,3.2,1253.657431,5.7,1,5.3,15.533,1
760,62,31.3,3.3,1214.77118,5.7,1,5,15.337,2
761,59.8,3.9,3.5,147.586896,5.8,1,4.5,1.755,1
762,59.1,3.6,3.7,965.6693779,5.8,2,4.3,3.672,1
763,58.6,3.2,3.9,94.7297489,5.9,2,4,3.936,2
764,58.1,29.8,4,864.184726,6,2,3.7,35.164,1
765,58,29.4,4.2,819.974118,6.1,2,3.5,29.988,2
766,57.9,29,4.3,792.15412,6.2,2,3.3,29.87,2
767,57.7,28.6,4.3,781.2322196,6.3,2,2.9,27.17,2
768,57.4,28.2,4.1,768.176767,6.4,2,2.9,37.788,2
770,73.9,58.9,0.3,6468.471648,3.3,6,13.2,240.312,2
771,73.6,57.9,0.3,6268.692122,3.3,6,13.2,342.768,1
772,73.4,56.8,0.3,627.55544,3.3,6,13.2,336.824,2
773,72.1,55.8,0.4,5968.876767,3.3,6,13.1,330.894,1
774,73.1,54.7,0.7,5759.643,3.3,6,13,323.277,1
775,72.7,53.6,0.9,5451.6696,3.3,6,12.9,322.672,3
776,73.6,52.6,1.2,4952.67753,3.4,6,12.9,318.23,3
777,73.3,51.5,1.4,511.37937,3.4,6,12.8,315.18,2
778,72.9,5.4,1.6,4647.31359,3.4,6,12.7,32.67,2
779,72.3,49.3,1.8,3836.468771,3.5,7,12.6,305.66,3
780,69.7,48.2,2,3681.5993,3.5,7,12.6,275.222,3
781,69.3,47.2,2.1,2421.9662,3.6,7,12.5,243.552,2
782,73,46.1,2.3,2372.628827,3.6,7,12.4,291.352,2
783,71.4,45.1,2.4,38.46578,3.7,7,12.3,289.993,3
784,71.2,44.1,2.5,2862.154836,3.8,7,12.3,270.333,3
785,72,43.1,2.5,282.4242,3.8,7,12.2,283.598,3
786,76.2,54.2,0.1,625.62224,1.2,6,14,221.136,3
787,76,53.5,0.1,6432.216537,1.2,6,14,204.37,2
788,76,52.8,0.1,674.9829,1.3,6,13.4,199.056,3
789,75.5,52.1,0.1,572.14313,1.3,7,13.3,204.232,3
790,75.3,51.4,0.1,5223.351763,1.3,7,13.2,205.086,3
791,75,5.7,0.1,4657.32361,1.3,7,13.1,22.515,2
792,75.1,5,0.1,4255.56571,1.3,7,13.1,19.35,3
793,74.6,49.3,0.1,4274.95265,1.3,7,13,185.368,3
794,74.7,48.6,0.2,359.71886,1.4,7,12.9,176.418,2
795,74.4,47.9,0.3,335.786541,1.4,8,12.8,168.608,2
796,74.2,47.2,0.3,321.942547,1.4,8,12.8,167.088,3
797,74.4,46.5,0.3,278.557892,1.5,8,12.7,169.725,2
798,74.4,45.8,0.3,244.46898,1.5,8,12.6,169.002,2
799,73.6,45.1,0.3,2183.966796,1.5,8,12.5,174.988,1
800,73.4,44.3,0.3,193.741571,1.6,9,12.4,182.959,3
801,72.8,43.6,0.3,1451.29776,1.6,9,12.4,173.964,3
818,73.5,56.1,0.2,4127.11775,1.6,2,13.2,228.888,3
819,73.3,55.4,0.2,3988.771871,1.6,2,13.2,139.608,3
820,73,54.7,0.2,3895.664491,1.6,2,13.2,132.374,2
821,73,54.1,0.3,3827.786267,1.6,2,13.2,134.168,3
822,72,53.4,0.3,3736.58713,1.7,2,13,126.558,2
823,72,52.8,0.3,3474.392445,1.7,2,12.9,124.608,3
824,71.4,52.1,0.3,3366.482133,1.7,2,12.8,132.855,3
825,71.7,51.4,0.3,357.347674,1.8,2,13.4,137.752,1
826,71.2,5.8,0.3,334.83817,1.8,2,12.9,16.414,2
827,75,5.1,0.2,362.951768,1.8,3,12.9,14.127,2
828,71,49.4,0.2,2835.281237,1.9,3,12.7,136.838,2
829,70,48.6,0.3,2632.79942,1.9,3,12.4,140.94,1
830,69.9,47.8,0.3,2519.737387,2,3,12,148.18,3
831,73,47,0.4,248.4125,2,3,11.8,139.59,1
832,68.9,46.2,0.4,2338.772244,2.1,4,11.6,133.056,2
833,69,45.3,0.4,2238.4116,2.1,4,11.3,126.387,3
834,58.2,24.5,4.2,1347.31257,8.4,3,9.2,99.96,2
835,57.9,24,4.4,192.59733,8.5,3,9.2,0.24,2
836,57.4,23.5,5.7,2246.9938,8.6,3,9.2,251.92,1
837,56.7,23,8.2,21557.6528,8.7,3,9.2,273.47,1
838,56.2,22.6,7.7,21451.88617,8.9,3,9.2,248.374,1
839,56.1,22.1,7.2,17136.44568,9,3,9.2,219.453,1
840,55.7,21.7,7.3,1653.2937,9.2,3,9.1,172.949,1
841,55.4,21.3,6.3,22742.38159,9.3,3,9.1,177.642,2
842,55,2.9,5.9,15761.83913,9.5,3,9,19.894,2
843,54.8,2.5,5.3,12732.2759,9.7,3,9,18.2,2
844,54.4,2.2,4.9,185.63334,9.8,3,8.7,15.818,2
845,54.1,19.8,4.4,685.34897,1,3,8.5,124.344,2
846,53.8,19.5,3.6,3577.176197,1.2,3,8.4,139.035,2
847,53.5,19.1,2.9,2711.17114,1.4,3,8.2,114.791,1
848,53.1,18.7,2.3,2283.87939,1.6,3,8,94.809,2
854,62.9,16.5,0.7,582.775532,8.8,6,5,10.23,2
855,62.1,16,0.9,482.14994,8.9,6,5.1,9.76,1
856,61.4,15.5,1,43.7544499,9,6,5.2,9.765,1
857,67,15.1,1.1,326.825642,9.1,6,5.2,7.399,2
858,62,14.7,1.3,317.3294336,9.2,6,5.3,18.081,2
859,59.7,14.3,1.4,297.828588,9.3,7,5.3,13.871,2
860,59.4,13.9,1.6,276.75896,9.4,7,5.4,14.873,1
861,59.1,13.6,1.8,287.4222243,9.6,7,5,8.704,2
862,58.8,13.3,1.9,232.7945459,9.7,7,4.7,7.448,2
863,58.5,13.1,1.9,21.7687981,9.9,7,4.4,10.873,2
864,58.1,12.8,2,215.139213,1,7,4.3,7.808,2
865,45.3,12.6,1.9,28.1969487,1.2,7,3.9,10.458,1
866,77.6,59.9,0.1,1774.9291,1.9,0,16.5,244.392,1
867,77.3,59.4,0.1,19941.45532,1.9,0,16.5,0.594,2
868,76.9,59,0.1,1929.7746,1.9,0,16.5,0.59,2
869,76.3,58.5,0.1,17421.8922,1.9,0,16.5,0.585,2
870,76.1,58,0.1,17454.84342,1.9,0,16.4,0.58,2
871,75.6,57.6,0.1,14638.6482,1.9,0,16.2,862.272,2
872,74.9,57.1,0.1,14726.31828,2,0,16.1,858.784,2
873,74.2,56.7,0.1,1894.5485,2,0,16.1,963.333,1
874,73,56.3,0.1,16586.452,2,0,16.1,1006.081,1
875,73,55.9,0.1,12595.4165,2.1,0,16.1,926.822,1
876,72.8,55.5,0.1,1338.31322,2.1,0,15.9,861.36,2
877,72.3,55.2,0.1,885.465115,2.2,0,15.7,831.864,1
878,71.9,54.9,0.1,7174.237415,2.2,0,15.6,639.036,1
879,71.2,54.6,0.1,538.347781,2.3,0,15.4,626.808,1
880,78,54.3,0.1,4498.95727,2.4,0,15,0.543,2
881,78,54,0.1,47.32827,2.5,0,14.4,0.54,2
882,64.8,17.6,0.6,645.4637627,1.4,136,8.4,71.808,3
883,64.2,17.2,0.6,571.1622759,1.5,140,8.4,0.172,3
884,63.7,16.8,0.9,52.1535887,1.6,145,8.4,31.248,3
885,63.3,16.4,1.2,468.567249,1.7,150,8.4,30.176,3
886,62.6,16,1.4,354.8463544,1.9,156,8.2,21.12,2
887,61.8,15.6,1.7,341.39992,11,162,8.1,20.904,2
888,68,15.3,2,379.7566385,11.1,169,8.1,17.901,3
889,59.8,14.9,2.4,325.3825543,11.2,177,7.6,16.837,3
890,58.5,14.5,2.8,243.326822,11.3,186,7.1,15.37,1
891,57.2,14.2,3.3,193.794956,11.4,196,6.6,17.324,3
892,56,13.8,3.7,161.6266248,11.5,206,5.8,13.662,3
893,55,13.5,4.1,135.7623858,11.5,217,5.4,11.61,3
894,54,13.2,4.4,118.8734466,11.6,228,5.2,10.428,3
895,53.2,12.9,4.6,111.3634356,11.7,237,4.9,10.32,3
896,52.5,12.6,4.9,12.1789279,11.8,246,4.3,10.71,3
897,51.2,12.3,5,123.876257,11.9,253,3.9,10.824,3
898,69.9,62.7,0.1,4921.89629,4,0,15.3,255.816,2
899,69.7,61.9,0.1,546.3728,4,0,15.2,0.619,1
900,69.6,61.1,0.1,4763.68956,4,0,15,0.611,2
901,69.4,6.2,0.1,4546.73854,4,0,14.9,0.062,2
902,69.2,59.5,0.1,4353.121392,4,0,14.7,0.595,1
903,69.1,58.7,0.1,3651.966784,4,0,14.6,132.075,1
904,68.9,58,0.1,3369.48247,4,0,14.5,133.98,2
905,68.7,57.3,0.1,4177.657789,4,0,14.3,111.735,1
906,68.6,56.6,0.1,478.82327,4.1,0,14.2,118.294,2
907,68.5,55.9,0.1,3749.939813,4.1,0,14,115.154,2
908,68.3,55.1,0.1,3658.63832,4.1,0,13.9,111.302,2
909,68.1,54.2,0.1,3332.918533,4.2,0,13.4,88.346,2
910,68,53.2,0.1,2835.973972,4.2,0,13.3,93.632,2
911,67.9,52.2,0.1,2259.55796,4.2,0,13.3,96.57,2
912,67.8,51.2,0.1,238.891729,4.3,0,13.2,98.816,2
913,67.7,5.2,0.1,276.1338,4.3,0,13.1,10.66,2
914,81.1,62.1,0.1,4245.39744,0.9,0,17,253.368,3
915,89,61.7,0.1,49914.61864,0.9,0,17,542.96,3
916,87,61.4,0.1,49638.7713,0.9,0,17,550.758,3
917,84,61,0.1,47415.55987,0.9,0,17,563.64,3
918,83,6.6,0.1,579.72415,0.9,0,16.9,64.746,3
919,79.9,6.2,0.1,4622.41516,0.9,0,16.8,60.264,3
920,79.7,59.8,0.1,4717.15571,0.9,0,17,595.608,3
921,79.6,59.4,0.1,5341.31487,0.9,0,17.1,609.444,3
922,79.3,59,0.1,48288.5491,0.9,0,17.2,616.55,2
923,79.2,58.6,0.1,4112.67651,0.9,0,17.2,594.79,3
924,78.9,58.1,0.1,38969.17163,0.9,0,17.1,578.095,2
925,78.7,57.6,0.1,37636.11173,0.9,0,18.3,569.664,3
926,78.4,57.1,0.1,32816.1688,0.9,0,18.1,531.601,2
927,78.1,56.6,0.1,26834.2625,0.9,0,18,523.55,1
928,78,56.1,0.1,24913.24452,0.9,0,17.7,501.534,1
929,77.5,55.5,0.1,24253.2542,0.9,0,17.3,476.745,2
930,82.4,62.5,0.1,36526.7711,0.7,2,16.3,255,3
931,82.2,62,0.1,42955.24287,0.6,3,16.2,713,3
932,82,61.6,0.1,42554.1225,0.6,3,16.2,683.76,3
933,81.5,61.1,0.1,4838.2444,0.6,3,16.1,702.65,3
934,81.7,6.6,0.1,4381.288,0.6,3,16.1,77.88,3
935,81.3,6.1,0.1,473.34279,0.6,3,16,71.37,3
936,81.1,59.6,0.1,41631.13141,0.6,3,16,703.28,2
937,89,59.1,0.1,45413.6571,0.6,3,16.1,703.29,3
938,89,58.6,0.1,416.58397,0.6,3,16.1,714.92,3
939,86,58,0.1,36544.5853,0.6,3,16.1,719.2,3
940,81,57.5,0.1,34879.72633,0.6,3,15.5,701.5,3
941,82,57,0.1,33874.74255,0.6,3,15.5,751.26,3
942,79.3,56.4,0.1,29691.18158,0.6,3,15.4,760.836,3
943,79.2,55.8,0.1,24275.2426,0.7,3,15.5,768.924,3
944,79,55.2,0.1,22527.31775,0.7,3,15.6,766.728,3
945,78.8,54.6,0.1,22465.64184,0.7,3,15.7,744.198,3
946,66,36.3,2.7,7388.984144,6.1,2,12.6,148.104,1
947,65.5,35.8,2.8,9692.163874,6.1,2,12.6,0.358,2
948,64.6,35.2,3.7,9679.742995,6.2,2,12.5,311.872,2
949,63.5,34.6,4.9,9774.18117,6.3,2,12.5,287.18,2
950,62.8,34.1,6,1716.2258,6.4,2,12.5,303.49,1
951,62.3,33.5,7,8754.113376,6.5,2,12.5,296.475,1
952,61.7,33,8,763.66223,6.7,2,12.4,285.12,2
953,61.6,32.4,8.9,194.2746,6.8,2,12.4,283.5,2
954,61.6,31.9,10,8352.81711,6.9,2,12.4,287.738,2
955,61.4,31.4,10.7,727.777345,7.1,2,12.4,251.514,2
956,65,3.8,10.9,6741.293948,7.2,2,12.4,29.336,1
957,59.7,3.3,11.1,5685.577736,7.4,2,12.3,26.829,1
958,59.7,29.8,11,4892.11618,7.5,2,12.3,192.806,2
959,59.7,29.2,10.7,412.55271,7.7,2,12.3,243.528,1
960,59.8,28.7,10.1,3976.14887,7.8,2,12.3,266.623,2
961,61,28.1,9.5,4116.46693,8,2,12.2,249.247,2
978,74.4,56.2,0.1,3764.64912,2.7,1,13.9,229.296,1
979,74.5,55.3,0.1,4429.6575,2.7,1,13.5,338.989,1
980,74.5,54.4,0.1,4274.376857,2.7,1,13.5,321.504,1
981,74.2,53.6,0.1,4142.869175,2.6,1,13.4,413.256,1
982,73.9,52.8,0.1,3725.63221,2.6,1,13.3,429.792,1
983,73.8,52,0.1,2964.47734,2.6,1,13.3,376.48,1
984,73.2,51.3,0.1,276.588512,2.6,1,12.8,341.658,1
985,73.9,5.5,0.1,3174.9491,2.6,1,13.1,39.435,1
986,74.4,49.9,0.1,2492.12878,2.7,1,12.5,431.635,1
987,73.9,49.2,0.1,1872.68416,2.7,1,12.6,304.056,1
988,73.9,48.6,0.1,153.57521,2.8,1,12.2,228.42,1
989,72.3,48.1,0.1,127.367228,2.8,1,12,179.894,1
990,72.7,47.5,0.1,928.18227,2.9,1,11.8,159.6,1
991,71.7,47,0.1,779.3845935,2.9,2,11.8,127.84,1
992,73,46.5,0.1,733.974142,3,2,11.7,128.34,1
993,71.8,46,0.1,691.997711,3.1,2,11.4,150.88,1
994,81,62.3,0.1,41176.88158,1.1,2,17.1,254.184,3
995,89,61.9,0.1,4792.65288,1.1,2,17,682.757,1
996,86,61.4,0.1,4653.91143,1.1,2,16.9,671.716,2
997,86,6.9,0.1,4465.24891,1.1,2,16.9,77.142,3
998,85,6.4,0.1,4681.32796,1.1,2,16.8,71.68,3
999,81,59.9,0.1,41785.55691,1.1,2,16.7,670.88,3
1000,80,59.5,0.1,41732.7725,1.1,2,16.7,667.59,2
1001,79.9,59,0.1,45699.19832,1.1,2,16.6,670.24,2
1002,79.8,58.5,0.1,41814.8191,1.1,3,16.6,672.75,3
1003,79.6,58,0.1,36447.87232,1.1,3,16.5,682.08,3
1004,79.2,57.6,0.1,34696.6292,1.1,3,16.4,672.192,3
1005,79.1,57.1,0.1,34165.9343,1.1,3,16.4,675.493,3
1006,78.5,56.6,0.1,3359.95215,1.1,3,16.3,674.672,3
1007,78.4,56.1,0.1,2525.16445,1.2,3,16.3,687.225,3
1008,78.3,55.6,0.1,23687.31689,1.2,3,16.2,692.776,3
1009,78,55.1,0.1,23718.7467,1.2,3,16.2,711.341,3
1010,62.4,28.6,0.7,1361.11395,6.2,37,11.4,116.688,3
1011,62.1,28,0.8,1432.227943,6.4,37,11.7,0.28,3
1012,61.9,27.3,0.9,1814.492297,6.6,38,11.5,0.273,3
1013,61.6,26.7,0.9,1629.8222,6.7,39,11.2,0.267,2
1014,61.2,26.1,1.3,1574.978653,6.9,40,10.9,42.804,3
1015,69,25.5,1.9,1312.67557,7.1,40,10.5,43.095,2
1016,66,24.9,2.1,186.76538,7.3,41,10.4,43.824,2
1017,63,24.2,2.2,1224.41554,7.5,41,9.8,43.076,2
1018,59.9,23.6,2.6,19.686718,7.7,41,9.1,29.5,1
1019,59.4,23,2.9,922.9351677,7.9,41,8.7,39.1,3
1020,58.9,22.4,3.1,498.172394,8.1,41,8.1,33.6,1
1021,58.3,21.8,3.2,423.1936389,8.4,41,7.7,31.828,2
1022,57.9,21.2,3.4,373.2815537,8.6,41,7.9,32.436,2
1023,57.6,2.7,3.5,39.484473,8.8,42,7.6,4.32,3
1024,57.4,2.1,3.5,273.6596668,9,42,8,3.129,2
1025,57.2,19.5,3.6,263.1124679,9.2,43,7.7,31.2,3
1026,81,66.5,0.1,187.78991,0.8,0,17.2,271.32,1
1027,88,66,0.1,21673.7817,0.8,0,17.2,496.98,2
1028,86,65.4,0.1,21874.8195,0.8,0,17.1,487.884,2
1029,84,64.9,0.1,22242.68193,0.8,0,16.8,532.18,1
1030,85,64.3,0.1,25916.29353,0.8,0,16.7,515.686,2
1031,83,63.7,0.1,26917.75898,0.8,0,16.4,573.3,3
1032,80,63.1,0.1,2971.973,0.8,0,16.2,572.948,1
1033,79.9,62.4,0.1,31997.2821,0.8,0,15.9,593.424,2
1034,79.4,61.8,0.1,28827.32636,0.8,0,16.4,597.606,2
